# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 20 07:19:08 2024
#
# COLUMN StellarName:    Stellar Name
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_lum:         Luminosity [solar]
# COLUMN st_lum_utl:     Utilized Luminosity [solar]
# COLUMN st_dist:        Distance [pc]
# COLUMN hz_inner_au:    Inner HZ Radius [au]
# COLUMN hz_outer_au:    Outer HZ Radius [au]
# COLUMN hz_center_au:   Center HZ Radius [au]
# COLUMN hz_inner_mas:   Inner HZ Radius [mas]
# COLUMN hz_outer_mas:   Outer HZ Radius [mas]
# COLUMN hz_center_mas:  Center HZ Radius [mas]
#
StellarName,st_teff,st_rad,st_lum,st_lum_utl,st_dist,hz_inner_au,hz_outer_au,hz_center_au,hz_inner_mas,hz_outer_mas,hz_center_mas
Kepler-1732,5821.0,1.494,,2.31200,1289.41,1.1404,2.6913,1.5205,0.884,2.087,1.179
Kepler-1733,6320.0,1.252,,2.25618,2080.51,1.1265,2.6586,1.5021,0.541,1.278,0.722
Kepler-1734,6061.0,0.970,,1.14556,1482.83,0.8027,1.8944,1.0703,0.541,1.278,0.722
Kepler-1735,3975.0,0.509,,0.05836,245.30,0.1812,0.4276,0.2416,0.739,1.743,0.985
Kepler-1736,6085.0,0.973,,1.17102,1430.00,0.8116,1.9154,1.0821,0.568,1.339,0.757
Kepler-1737,5043.0,0.881,,0.45290,,0.5047,1.1912,0.6730,,,
Kepler-1738,6063.0,1.001,,1.22156,1302.87,0.8289,1.9563,1.1052,0.636,1.502,0.848
Kepler-1739,5757.0,0.762,,0.57543,783.67,0.5689,1.3427,0.7586,0.726,1.713,0.968
Kepler-174,4880.0,0.622,,0.19795,384.76,0.3337,0.7875,0.4449,0.867,2.047,1.156
Kepler-1740,5705.0,0.905,,0.78274,1061.77,0.6635,1.5660,0.8847,0.625,1.475,0.833
Kepler-1741,3683.0,0.424,,0.02984,270.74,0.1296,0.3058,0.1727,0.479,1.129,0.638
Kepler-1742,5776.0,0.849,,0.72380,669.57,0.6381,1.5059,0.8508,0.953,2.249,1.271
Kepler-1743,5855.0,1.613,,2.75850,538.81,1.2457,2.9397,1.6609,2.312,5.456,3.083
Kepler-1744,5986.0,0.850,,0.83692,1091.63,0.6861,1.6193,0.9148,0.629,1.483,0.838
Kepler-1745,5611.0,1.400,,1.75273,996.11,0.9929,2.3433,1.3239,0.997,2.352,1.329
Kepler-1746,6018.0,1.286,,1.95698,979.54,1.0492,2.4761,1.3989,1.071,2.528,1.428
Kepler-1747,5477.0,0.865,,0.60744,1321.38,0.5845,1.3795,0.7794,0.442,1.044,0.590
Kepler-1748,5774.0,0.864,,0.74857,1083.28,0.6489,1.5314,0.8652,0.599,1.414,0.799
Kepler-1749,3957.0,0.553,,0.06764,268.20,0.1951,0.4603,0.2601,0.727,1.716,0.970
Kepler-175,6064.0,1.010,,1.24445,1312.34,0.8367,1.9745,1.1155,0.638,1.505,0.850
Kepler-1750,5644.0,0.969,,0.85959,1497.33,0.6954,1.6410,0.9271,0.464,1.096,0.619
Kepler-1751,6052.0,0.967,,1.13174,1291.47,0.7979,1.8830,1.0638,0.618,1.458,0.824
Kepler-1752,5446.0,0.821,,0.53493,962.89,0.5485,1.2946,0.7314,0.570,1.344,0.760
Kepler-1753,5180.0,0.769,,0.38412,707.69,0.4648,1.0970,0.6198,0.657,1.550,0.876
Kepler-1754,4723.0,0.747,,0.25050,718.95,0.3754,0.8859,0.5005,0.522,1.232,0.696
Kepler-1755,6086.0,0.921,,1.04989,982.38,0.7685,1.8136,1.0246,0.782,1.846,1.043
Kepler-1756,4915.0,0.812,,0.34714,,0.4419,1.0429,0.5892,,,
Kepler-1757,5288.0,0.740,,0.38630,807.31,0.4661,1.1001,0.6215,0.577,1.363,0.770
Kepler-1758,5557.0,1.616,,2.24668,1588.41,1.1242,2.6530,1.4989,0.708,1.670,0.944
Kepler-1759,5017.0,0.797,,0.36307,385.35,0.4519,1.0665,0.6026,1.173,2.768,1.564
Kepler-176,5295.0,0.830,,0.48856,527.32,0.5242,1.2372,0.6990,0.994,2.346,1.326
Kepler-176,5232.0,0.891,,0.53669,527.32,0.5494,1.2967,0.7326,1.042,2.459,1.389
Kepler-1760,5229.0,0.903,,0.54998,,0.5562,1.3126,0.7416,,,
Kepler-1761,3871.0,0.532,,0.05733,221.19,0.1796,0.4238,0.2394,0.812,1.916,1.083
Kepler-1762,6572.0,1.238,,2.57946,1663.74,1.2046,2.8427,1.6061,0.724,1.709,0.965
Kepler-1763,5897.0,1.259,,1.72931,756.49,0.9863,2.3276,1.3150,1.304,3.077,1.738
Kepler-1764,6461.0,1.131,,2.01104,1542.48,1.0636,2.5101,1.4181,0.690,1.627,0.919
Kepler-1765,5692.0,1.064,,1.07211,764.46,0.7766,1.8327,1.0354,1.016,2.397,1.354
Kepler-1766,5868.0,1.042,,1.16143,501.23,0.8083,1.9075,1.0777,1.613,3.806,2.150
Kepler-1767,5243.0,0.831,,0.47078,820.51,0.5146,1.2145,0.6861,0.627,1.480,0.836
Kepler-1768,6050.0,1.572,,2.98692,632.77,1.2962,3.0590,1.7283,2.048,4.834,2.731
Kepler-1769,6071.0,1.295,,2.05531,438.41,1.0752,2.5375,1.4336,2.453,5.788,3.270
Kepler-177,5732.0,1.324,,1.70725,1435.44,0.9800,2.3127,1.3066,0.683,1.611,0.910
Kepler-1770,5602.0,1.009,,0.90459,582.94,0.7133,1.6834,0.9511,1.224,2.888,1.632
Kepler-1771,5661.0,0.934,,0.80828,565.75,0.6743,1.5913,0.8990,1.192,2.813,1.589
Kepler-1772,5541.0,0.934,,0.74190,871.56,0.6460,1.5246,0.8613,0.741,1.749,0.988
Kepler-1773,6183.0,1.300,,2.22833,681.25,1.1196,2.6422,1.4928,1.643,3.878,2.191
Kepler-1774,6214.0,1.122,,1.69343,816.59,0.9760,2.3033,1.3013,1.195,2.821,1.594
Kepler-1775,5818.0,1.647,,2.80401,657.02,1.2559,2.9639,1.6745,1.911,4.511,2.549
Kepler-1776,5872.0,1.153,,1.42593,690.34,0.8956,2.1136,1.1941,1.297,3.062,1.730
Kepler-1777,5771.0,1.068,,1.14141,619.15,0.8013,1.8910,1.0684,1.294,3.054,1.726
Kepler-1778,6310.0,1.095,,1.71491,1276.29,0.9822,2.3179,1.3095,0.770,1.816,1.026
Kepler-1779,5730.0,1.056,,1.08453,908.50,0.7811,1.8433,1.0414,0.860,2.029,1.146
Kepler-178,5676.0,1.066,,1.06410,716.02,0.7737,1.8258,1.0316,1.080,2.550,1.441
Kepler-1780,5403.0,0.868,,0.57926,790.52,0.5708,1.3471,0.7611,0.722,1.704,0.963
Kepler-1781,5568.0,0.957,,0.79418,962.63,0.6684,1.5774,0.8912,0.694,1.639,0.926
Kepler-1782,4931.0,0.734,,0.28736,305.79,0.4020,0.9488,0.5361,1.315,3.103,1.753
Kepler-1783,5129.0,1.781,,1.98041,264.08,1.0555,2.4909,1.4073,3.997,9.432,5.329
Kepler-1784,5442.0,0.974,,0.75067,883.04,0.6498,1.5335,0.8664,0.736,1.737,0.981
Kepler-1785,5618.0,0.996,,0.89154,745.74,0.7082,1.6713,0.9442,0.950,2.241,1.266
Kepler-1786,5808.0,1.397,,2.00353,863.91,1.0616,2.5054,1.4155,1.229,2.900,1.638
Kepler-1787,6060.0,0.925,,1.04105,778.60,0.7652,1.8060,1.0203,0.983,2.319,1.310
Kepler-1788,4786.0,0.704,,0.23460,560.45,0.3633,0.8573,0.4844,0.648,1.530,0.864
Kepler-1789,5436.0,0.888,,0.62121,611.46,0.5911,1.3951,0.7882,0.967,2.282,1.289
Kepler-179,5302.0,0.759,,0.41071,605.68,0.4807,1.1343,0.6409,0.794,1.873,1.058
Kepler-1790,5866.0,1.367,,1.99619,1070.17,1.0596,2.5008,1.4129,0.990,2.337,1.320
Kepler-1791,5887.0,1.177,,1.50116,602.22,0.9189,2.1686,1.2252,1.526,3.601,2.035
Kepler-1792,5229.0,1.005,,0.68125,601.03,0.6190,1.4609,0.8254,1.030,2.431,1.373
Kepler-1793,5191.0,0.764,,0.38237,1189.88,0.4638,1.0945,0.6184,0.390,0.920,0.520
Kepler-1794,5052.0,0.816,,0.39132,561.23,0.4692,1.1072,0.6256,0.836,1.973,1.115
Kepler-1795,4500.0,0.688,,0.17512,,0.3139,0.7407,0.4185,,,
Kepler-1796,6036.0,0.949,,1.07851,825.88,0.7789,1.8382,1.0385,0.943,2.226,1.257
Kepler-1797,6244.0,1.009,,1.39615,1338.49,0.8862,2.0914,1.1816,0.662,1.563,0.883
Kepler-1798,3967.0,0.587,,0.07699,395.20,0.2081,0.4911,0.2775,0.527,1.243,0.702
Kepler-1799,5831.0,0.921,,0.88468,2254.69,0.7054,1.6648,0.9406,0.313,0.738,0.417
Kepler-18,5345.0,1.108,0.93111,0.93111,433.05,0.7237,1.7079,0.9649,1.671,3.944,2.228
Kepler-180,5731.0,1.063,,1.09973,695.65,0.7865,1.8562,1.0487,1.131,2.668,1.507
Kepler-1800,5343.0,2.506,,4.61742,350.45,1.6116,3.8034,2.1488,4.599,10.853,6.132
Kepler-1801,5738.0,0.981,,0.94119,839.33,0.7276,1.7172,0.9701,0.867,2.046,1.156
Kepler-1802,4245.0,0.637,,0.11887,636.69,0.2586,0.6103,0.3448,0.406,0.958,0.542
Kepler-1804,5109.0,1.671,,1.71630,434.46,0.9826,2.3188,1.3101,2.262,5.337,3.015
Kepler-1805,3867.0,0.552,,0.06147,221.64,0.1860,0.4388,0.2479,0.839,1.980,1.119
Kepler-1806,5311.0,0.788,,0.44571,978.07,0.5007,1.1817,0.6676,0.512,1.208,0.683
Kepler-1807,6455.0,1.496,,3.50546,1299.32,1.4042,3.3139,1.8723,1.081,2.551,1.441
Kepler-1808,5530.0,0.892,,0.67132,1022.01,0.6145,1.4502,0.8193,0.601,1.419,0.802
Kepler-1809,4901.0,0.716,,0.26685,409.60,0.3874,0.9143,0.5166,0.946,2.232,1.261
Kepler-181,5333.0,0.749,,0.40940,609.28,0.4799,1.1325,0.6398,0.788,1.859,1.050
Kepler-1810,5492.0,1.016,,0.84724,1009.87,0.6903,1.6292,0.9205,0.684,1.613,0.911
Kepler-1811,5561.0,1.190,,1.22181,1390.56,0.8290,1.9565,1.1054,0.596,1.407,0.795
Kepler-1812,6174.0,1.103,,1.59483,1409.19,0.9471,2.2353,1.2629,0.672,1.586,0.896
Kepler-1813,5167.0,0.787,,0.39829,,0.4733,1.1171,0.6311,,,
Kepler-1814,4922.0,0.823,,0.35864,726.35,0.4492,1.0600,0.5989,0.618,1.459,0.824
Kepler-1815,5516.0,0.967,,0.78099,1006.63,0.6628,1.5642,0.8837,0.658,1.554,0.878
Kepler-1816,5051.0,0.706,,0.29270,437.82,0.4058,0.9576,0.5410,0.927,2.187,1.236
Kepler-1817,5316.0,0.915,,0.60322,748.57,0.5825,1.3747,0.7767,0.778,1.836,1.038
Kepler-1818,6047.0,1.129,,1.53760,1034.59,0.9300,2.1948,1.2400,0.899,2.121,1.199
Kepler-1819,6090.0,1.071,,1.42346,1363.19,0.8948,2.1118,1.1931,0.656,1.549,0.875
Kepler-182,6250.0,1.146,,1.80795,1549.09,1.0084,2.3799,1.3446,0.651,1.536,0.868
Kepler-1820,5841.0,0.931,,0.91022,1425.39,0.7155,1.6887,0.9541,0.502,1.185,0.669
Kepler-1821,5475.0,0.884,,0.63349,799.70,0.5969,1.4088,0.7959,0.746,1.762,0.995
Kepler-1822,5165.0,0.702,,0.31641,897.60,0.4219,0.9956,0.5625,0.470,1.109,0.627
Kepler-1823,6000.0,1.126,,1.48244,724.97,0.9132,2.1551,1.2176,1.260,2.973,1.679
Kepler-1824,6002.0,1.081,,1.36814,1040.10,0.8773,2.0703,1.1697,0.843,1.991,1.125
Kepler-1825,5123.0,0.847,,0.44582,430.25,0.5008,1.1818,0.6677,1.164,2.747,1.552
Kepler-1826,3821.0,0.486,,0.04542,336.95,0.1598,0.3772,0.2131,0.474,1.120,0.633
Kepler-1827,5423.0,1.404,,1.53812,686.46,0.9302,2.1952,1.2402,1.355,3.198,1.807
Kepler-1828,5806.0,0.899,,0.82856,871.81,0.6827,1.6111,0.9103,0.783,1.848,1.044
Kepler-1829,5230.0,0.777,,0.40752,679.92,0.4788,1.1299,0.6384,0.704,1.662,0.939
Kepler-183,5888.0,0.958,,0.99517,1050.64,0.7482,1.7657,0.9976,0.712,1.681,0.950
Kepler-1830,6160.0,2.046,,5.43790,1056.88,1.7489,4.1275,2.3319,1.655,3.905,2.206
Kepler-1831,6063.0,1.012,,1.24856,1053.49,0.8380,1.9778,1.1174,0.795,1.877,1.061
Kepler-1832,5242.0,0.722,,0.35511,486.17,0.4469,1.0548,0.5959,0.919,2.170,1.226
Kepler-1833,6164.0,1.446,,2.72323,591.60,1.2377,2.9209,1.6502,2.092,4.937,2.789
Kepler-1834,4821.0,0.788,,0.30262,500.39,0.4126,0.9737,0.5501,0.825,1.946,1.099
Kepler-1835,5903.0,0.961,,1.01166,1404.38,0.7544,1.7803,1.0058,0.537,1.268,0.716
Kepler-1836,6123.0,0.987,,1.23534,1472.62,0.8336,1.9673,1.1115,0.566,1.336,0.755
Kepler-1837,5966.0,0.961,,1.05554,1229.18,0.7705,1.8185,1.0274,0.627,1.479,0.836
Kepler-1838,5877.0,1.963,,4.14725,451.24,1.5274,3.6046,2.0365,3.385,7.988,4.513
Kepler-1839,5926.0,0.939,,0.98101,1136.60,0.7428,1.7531,0.9905,0.654,1.542,0.871
Kepler-184,5788.0,0.873,,0.77168,610.33,0.6588,1.5549,0.8785,1.079,2.548,1.439
Kepler-1840,4898.0,0.803,,0.33481,513.11,0.4340,1.0242,0.5786,0.846,1.996,1.128
Kepler-1841,5190.0,0.899,,0.52904,631.70,0.5455,1.2874,0.7273,0.864,2.038,1.151
Kepler-1842,5970.0,1.131,,1.46595,923.55,0.9081,2.1431,1.2108,0.983,2.320,1.311
Kepler-1843,5422.0,1.782,,2.47600,784.62,1.1801,2.7851,1.5735,1.504,3.550,2.005
Kepler-1844,5776.0,0.849,,0.72380,1804.36,0.6381,1.5059,0.8508,0.354,0.835,0.472
Kepler-1845,4703.0,0.701,,0.21689,710.72,0.3493,0.8243,0.4657,0.491,1.160,0.655
Kepler-1846,4825.0,0.732,,0.26200,374.62,0.3839,0.9060,0.5119,1.025,2.418,1.366
Kepler-1847,6122.0,0.964,,1.17767,1693.86,0.8139,1.9208,1.0852,0.481,1.134,0.641
Kepler-1848,4847.0,0.737,,0.27047,309.70,0.3901,0.9205,0.5201,1.259,2.972,1.679
Kepler-1849,4806.0,0.729,,0.25579,631.88,0.3793,0.8952,0.5058,0.600,1.417,0.800
Kepler-185,5208.0,0.806,,0.43117,466.74,0.4925,1.1622,0.6566,1.055,2.490,1.407
Kepler-1850,4239.0,0.600,,0.10487,250.20,0.2429,0.5732,0.3238,0.971,2.291,1.294
Kepler-1851,5982.0,0.879,,0.89261,1589.81,0.7086,1.6723,0.9448,0.446,1.052,0.594
Kepler-1852,5237.0,0.826,,0.46301,772.48,0.5103,1.2044,0.6804,0.661,1.559,0.881
Kepler-1853,4821.0,0.788,,0.30262,562.35,0.4126,0.9737,0.5501,0.734,1.731,0.978
Kepler-1854,5026.0,0.759,,0.33164,423.35,0.4319,1.0193,0.5759,1.020,2.408,1.360
Kepler-1855,3460.0,0.356,,0.01639,,0.0960,0.2266,0.1280,,,
Kepler-1856,4948.0,0.816,,0.36008,848.76,0.4500,1.0621,0.6001,0.530,1.251,0.707
Kepler-1857,6074.0,1.005,,1.24030,853.27,0.8353,1.9712,1.1137,0.979,2.310,1.305
Kepler-1858,4939.0,0.819,,0.36010,833.05,0.4501,1.0621,0.6001,0.540,1.275,0.720
Kepler-1859,5887.0,1.235,,1.65275,1331.25,0.9642,2.2755,1.2856,0.724,1.709,0.966
Kepler-186,3788.0,0.472,0.04121,0.04121,177.59,0.1523,0.3593,0.2030,0.857,2.023,1.143
Kepler-186,3755.0,0.523,0.05495,0.05495,177.59,0.1758,0.4149,0.2344,0.990,2.336,1.320
Kepler-1860,5420.0,0.868,,0.58659,438.70,0.5744,1.3556,0.7659,1.309,3.090,1.746
Kepler-1861,5855.0,1.373,,1.99869,829.99,1.0603,2.5023,1.4138,1.278,3.015,1.703
Kepler-1862,5644.0,0.806,,0.59472,1232.19,0.5784,1.3650,0.7712,0.469,1.108,0.626
Kepler-1863,5871.0,0.983,,1.03574,865.55,0.7633,1.8014,1.0177,0.882,2.081,1.176
Kepler-1864,5854.0,0.979,,1.01548,298.89,0.7558,1.7837,1.0077,2.529,5.968,3.371
Kepler-1865,5420.0,0.871,,0.59065,922.25,0.5764,1.3603,0.7685,0.625,1.475,0.833
Kepler-1866,5791.0,1.083,,1.19006,976.74,0.8182,1.9309,1.0909,0.838,1.977,1.117
Kepler-1867,5693.0,0.816,,0.63102,680.58,0.5958,1.4060,0.7944,0.875,2.066,1.167
Kepler-1868,4658.0,0.686,,0.19987,274.18,0.3353,0.7913,0.4471,1.223,2.886,1.631
Kepler-1869,5808.0,0.902,,0.83525,113.03,0.6854,1.6176,0.9139,6.064,14.312,8.086
Kepler-187,6105.0,1.287,,2.07585,1143.00,1.0806,2.5502,1.4408,0.945,2.231,1.261
Kepler-1870,5508.0,0.840,,0.58591,407.22,0.5741,1.3548,0.7654,1.410,3.327,1.880
Kepler-1871,5741.0,0.946,,0.87706,854.62,0.7024,1.6576,0.9365,0.822,1.940,1.096
Kepler-1872,5223.0,0.885,,0.52585,840.18,0.5439,1.2835,0.7252,0.647,1.528,0.863
Kepler-1873,5151.0,0.792,,0.39839,820.96,0.4734,1.1172,0.6312,0.577,1.361,0.769
Kepler-1874,4701.0,0.775,,0.26464,408.01,0.3858,0.9106,0.5144,0.946,2.232,1.261
Kepler-1875,6161.0,0.862,,0.96586,1660.45,0.7371,1.7395,0.9828,0.444,1.048,0.592
Kepler-1876,6104.0,1.477,,2.73222,259.94,1.2397,2.9257,1.6529,4.769,11.256,6.359
Kepler-1877,5615.0,0.936,,0.78568,285.31,0.6648,1.5689,0.8864,2.330,5.499,3.107
Kepler-1878,5918.0,0.865,,0.82800,1494.30,0.6825,1.6106,0.9099,0.457,1.078,0.609
Kepler-1879,5865.0,1.388,,2.05659,627.17,1.0756,2.5383,1.4341,1.715,4.047,2.287
Kepler-188,6021.0,1.141,,1.54363,968.54,0.9318,2.1991,1.2424,0.962,2.271,1.283
Kepler-1880,4380.0,0.530,,0.09327,611.04,0.2291,0.5406,0.3054,0.375,0.885,0.500
Kepler-1881,5135.0,0.874,,0.47916,1057.21,0.5192,1.2252,0.6922,0.491,1.159,0.655
Kepler-1882,5691.0,1.458,,2.01171,443.37,1.0638,2.5105,1.4183,2.399,5.662,3.199
Kepler-1883,6208.0,1.024,,1.40509,1377.61,0.8890,2.0981,1.1854,0.645,1.523,0.860
Kepler-1884,5984.0,0.906,,0.94955,1443.09,0.7308,1.7248,0.9745,0.506,1.195,0.675
Kepler-1885,5591.0,0.860,,0.65201,818.48,0.6056,1.4292,0.8075,0.740,1.746,0.987
Kepler-1886,5745.0,0.837,,0.68851,1059.51,0.6223,1.4687,0.8298,0.587,1.386,0.783
Kepler-1887,5749.0,0.864,,0.73569,1366.18,0.6433,1.5182,0.8577,0.471,1.111,0.628
Kepler-1888,5557.0,1.249,,1.34209,402.95,0.8689,2.0505,1.1585,2.156,5.089,2.875
Kepler-1889,5646.0,0.817,,0.61193,1395.13,0.5867,1.3846,0.7823,0.421,0.992,0.561
Kepler-189,5235.0,0.750,,0.38114,591.53,0.4630,1.0927,0.6174,0.783,1.847,1.044
Kepler-1890,6046.0,1.396,,2.34931,529.60,1.1496,2.7130,1.5327,2.171,5.123,2.894
Kepler-1891,5516.0,0.827,,0.57122,596.24,0.5668,1.3378,0.7558,0.951,2.244,1.268
Kepler-1892,5383.0,0.759,,0.43639,851.60,0.4955,1.1693,0.6606,0.582,1.373,0.776
Kepler-1893,5633.0,1.162,,1.22650,1050.72,0.8306,1.9602,1.1075,0.791,1.866,1.054
Kepler-1894,5772.0,0.901,,0.81293,935.19,0.6762,1.5959,0.9016,0.723,1.706,0.964
Kepler-1895,5076.0,0.763,,0.34868,984.19,0.4429,1.0452,0.5905,0.450,1.062,0.600
Kepler-1896,6122.0,0.996,,1.25715,1732.91,0.8409,1.9846,1.1212,0.485,1.145,0.647
Kepler-1897,5165.0,0.761,,0.37183,983.17,0.4573,1.0793,0.6098,0.465,1.098,0.620
Kepler-1898,5702.0,1.125,,1.20701,360.92,0.8240,1.9446,1.0986,2.283,5.388,3.044
Kepler-1899,4791.0,0.742,,0.26170,711.51,0.3837,0.9055,0.5116,0.539,1.273,0.719
Kepler-19,5544.0,0.859,,0.62889,218.56,0.5948,1.4037,0.7930,2.721,6.422,3.628
Kepler-19,5541.0,0.859,,0.62753,218.56,0.5941,1.4021,0.7922,2.718,6.415,3.624
Kepler-190,5106.0,0.795,,0.38757,433.39,0.4669,1.1019,0.6226,1.077,2.543,1.436
Kepler-1900,6173.0,1.041,,1.41966,1540.43,0.8936,2.1089,1.1915,0.580,1.369,0.773
Kepler-1901,5696.0,0.921,,0.80556,1028.37,0.6731,1.5886,0.8975,0.655,1.545,0.873
Kepler-1902,3729.0,0.514,,0.04609,344.34,0.1610,0.3800,0.2147,0.468,1.104,0.623
Kepler-1903,6347.0,0.996,,1.45241,1775.44,0.9039,2.1331,1.2052,0.509,1.201,0.679
Kepler-1904,3805.0,0.497,,0.04671,270.85,0.1621,0.3825,0.2161,0.598,1.412,0.798
Kepler-1905,5788.0,1.015,,1.04314,1051.53,0.7660,1.8078,1.0213,0.728,1.719,0.971
Kepler-1906,5868.0,0.894,,0.85493,1360.63,0.6935,1.6366,0.9246,0.510,1.203,0.680
Kepler-1907,5159.0,0.800,,0.40901,292.11,0.4797,1.1320,0.6395,1.642,3.875,2.189
Kepler-1909,4935.0,0.685,,0.25109,763.66,0.3758,0.8869,0.5011,0.492,1.161,0.656
Kepler-191,5215.0,0.800,,0.42706,594.46,0.4901,1.1567,0.6535,0.824,1.946,1.099
Kepler-191,5282.0,0.789,,0.43716,594.46,0.4959,1.1703,0.6612,0.834,1.969,1.112
Kepler-1910,4234.0,0.639,,0.11839,,0.2581,0.6090,0.3441,,,
Kepler-1911,5721.0,0.972,,0.91310,269.91,0.7167,1.6913,0.9556,2.655,6.266,3.540
Kepler-1912,5734.0,0.962,,0.90256,297.02,0.7125,1.6816,0.9500,2.399,5.661,3.199
Kepler-1913,6214.0,1.076,,1.55742,876.30,0.9360,2.2089,1.2480,1.068,2.521,1.424
Kepler-1914,5982.0,0.960,,1.06469,1621.56,0.7739,1.8264,1.0318,0.477,1.126,0.636
Kepler-1915,6020.0,1.057,,1.32383,1514.66,0.8629,2.0365,1.1506,0.570,1.345,0.760
Kepler-1916,6246.0,1.092,,1.63738,2055.82,0.9597,2.2649,1.2796,0.467,1.102,0.622
Kepler-1917,5530.0,0.788,,0.52390,909.04,0.5429,1.2811,0.7238,0.597,1.409,0.796
Kepler-1918,5889.0,0.924,,0.92642,1030.11,0.7219,1.7036,0.9625,0.701,1.654,0.934
Kepler-1919,5513.0,0.818,,0.55764,1177.53,0.5601,1.3218,0.7468,0.476,1.122,0.634
Kepler-192,5487.0,0.940,,0.72259,651.67,0.6375,1.5046,0.8501,0.978,2.309,1.304
Kepler-192,5479.0,1.007,,0.82444,651.67,0.6810,1.6071,0.9080,1.045,2.466,1.393
Kepler-1920,6277.0,1.161,,1.88786,885.91,1.0305,2.4320,1.3740,1.163,2.745,1.551
Kepler-1921,6120.0,2.000,,5.06247,928.99,1.6875,3.9825,2.2500,1.816,4.287,2.422
Kepler-1922,5931.0,0.863,,0.83144,1344.29,0.6839,1.6139,0.9118,0.509,1.201,0.678
Kepler-1923,5881.0,1.294,,1.80705,990.84,1.0082,2.3793,1.3443,1.018,2.401,1.357
Kepler-1924,5726.0,1.285,,1.60143,1910.77,0.9491,2.2399,1.2655,0.497,1.172,0.662
Kepler-1925,5856.0,1.092,,1.26516,1771.31,0.8436,1.9909,1.1248,0.476,1.124,0.635
Kepler-1926,5256.0,0.832,,0.47661,667.40,0.5178,1.2220,0.6904,0.776,1.831,1.034
Kepler-1927,6056.0,2.481,,7.46954,1091.00,2.0498,4.8375,2.7330,1.879,4.434,2.505
Kepler-1928,5720.0,0.920,0.81000,0.81000,326.36,0.6750,1.5930,0.9000,2.068,4.881,2.758
Kepler-1929,5786.0,1.471,,2.18794,508.20,1.1094,2.6181,1.4792,2.183,5.152,2.911
Kepler-193,6335.0,1.147,,1.91166,1009.10,1.0370,2.4472,1.3826,1.028,2.425,1.370
Kepler-1930,5083.0,0.844,,0.42900,275.69,0.4912,1.1593,0.6550,1.782,4.205,2.376
Kepler-1931,6167.0,1.221,,1.94547,620.09,1.0461,2.4688,1.3948,1.687,3.981,2.249
Kepler-1932,5278.0,0.815,,0.46504,713.73,0.5115,1.2070,0.6819,0.717,1.691,0.955
Kepler-1933,5661.0,1.008,,0.94144,328.01,0.7277,1.7174,0.9703,2.219,5.236,2.958
Kepler-1934,5925.0,1.035,,1.19105,428.51,0.8185,1.9317,1.0914,1.910,4.508,2.547
Kepler-1935,5570.0,0.899,,0.70184,904.70,0.6283,1.4828,0.8378,0.695,1.639,0.926
Kepler-1936,6501.0,1.854,,5.53907,871.10,1.7651,4.1657,2.3535,2.026,4.782,2.702
Kepler-1937,6457.0,1.196,,2.24327,905.07,1.1233,2.6510,1.4978,1.241,2.929,1.655
Kepler-1938,4522.0,0.655,,0.16185,421.15,0.3017,0.7121,0.4023,0.716,1.691,0.955
Kepler-1939,4353.0,0.603,,0.11778,189.83,0.2574,0.6075,0.3432,1.356,3.200,1.808
Kepler-194,6089.0,1.025,,1.30295,1097.97,0.8561,2.0204,1.1415,0.780,1.840,1.040
Kepler-1940,5431.0,0.717,,0.40351,798.60,0.4764,1.1243,0.6352,0.597,1.408,0.795
Kepler-1941,6404.0,1.142,,1.97895,1494.39,1.0551,2.4899,1.4068,0.706,1.666,0.941
Kepler-1942,5834.0,0.797,,0.66386,842.49,0.6111,1.4422,0.8148,0.725,1.712,0.967
Kepler-1943,6032.0,0.973,,1.13075,1004.55,0.7975,1.8822,1.0634,0.794,1.874,1.059
Kepler-1944,5585.0,0.972,,0.82932,1076.48,0.6830,1.6119,0.9107,0.634,1.497,0.846
Kepler-1945,4991.0,0.804,,0.36188,,0.4512,1.0648,0.6016,,,
Kepler-1946,5505.0,0.873,,0.63147,1002.12,0.5960,1.4065,0.7947,0.595,1.404,0.793
Kepler-1947,6040.0,1.686,,3.41318,468.77,1.3856,3.2700,1.8475,2.956,6.976,3.941
Kepler-1948,3872.0,0.557,,0.06291,193.90,0.1881,0.4440,0.2508,0.970,2.290,1.294
Kepler-1949,6028.0,1.454,,2.51836,2617.35,1.1902,2.8089,1.5869,0.455,1.073,0.606
Kepler-195,5329.0,0.775,,0.43700,652.05,0.4958,1.1701,0.6611,0.760,1.794,1.014
Kepler-1950,5455.0,0.852,,0.57990,697.25,0.5711,1.3479,0.7615,0.819,1.933,1.092
Kepler-1951,5468.0,1.306,,1.37562,1277.32,0.8796,2.0760,1.1729,0.689,1.625,0.918
Kepler-1952,5973.0,1.305,,1.95564,852.06,1.0488,2.4752,1.3984,1.231,2.905,1.641
Kepler-1953,4858.0,0.707,,0.25117,605.63,0.3759,0.8871,0.5012,0.621,1.465,0.828
Kepler-1954,5840.0,0.849,,0.75642,1373.83,0.6523,1.5394,0.8697,0.475,1.121,0.633
Kepler-1955,5825.0,1.291,,1.73114,449.35,0.9868,2.3288,1.3157,2.196,5.183,2.928
